"id","name","description","state","region","sector","length","height","author","name_history","date_tense","date_insertion","time_approach","time_tensioning","rating","created_at","updated_at","published_at","created_by_id","updated_by_id"
738,Zahrňte se,"<p>Př&iacute;jemn&aacute; hajlajna v oblasti Jetřichovicka.&nbsp;<\/p>

<p>Př&iacute;stup: Ve vesnici V&scaron;emily zaparkovat nejl&eacute;pe těsně před kempem U Ferdinanda (odbočka z hlavn&iacute; silnice u hospody těsně před kopcem). Pě&scaron;ky cca 1,5 km podel proudu Kamenice do v&yacute;razn&eacute; zat&aacute;čky s vysok&yacute;mi skalami zde před nimi&nbsp;uhnout doprava.<\/p>

<p>Kotven&iacute;: Je v&yacute;hodn&eacute; použ&iacute;t reepku pro přetažen&iacute;. Nejl&eacute;pe přehodit cel&yacute;ch 40m. Při nezdaru lze sl&eacute;zt do rokle, kter&aacute; je av&scaron;ak silně zarostl&aacute;.<\/p>

<p><strong>!POZOR!<\/strong><\/p>

<p>Dle pravidel NP:&nbsp;Na cel&eacute;m &uacute;zem&iacute; je zak&aacute;z&aacute;no zdol&aacute;v&aacute;n&iacute; voln&eacute;ho prostoru mezi skaln&iacute;mi objekty prostřednictv&iacute;m slackline.<\/p>
",,,,38,44,Turban a VLK,"Volný překlad anglického ""Get involved"", pozvánka do málo známého hajlajnového sektoru",2016-10-02,,,,4,,,,,
740,Požární poplach,"<p>Prvn&iacute; hajlajna v lomu Pož&aacute;ry na konci Prokopsk&eacute;ho &uacute;dol&iacute;. Určen&aacute; sp&iacute;&scaron;e pro pokročil&eacute; lajnery.<\/p>

<p>Parkov&aacute;n&iacute;: lze zajet až t&eacute;měř k lomu, ale pozor prvn&iacute; přes den otevřen&aacute; z&aacute;vora se večer skutečně zav&iacute;r&aacute;, tak raději parkovat před n&iacute;<\/p>

<p>Kotven&iacute;: Nutn&yacute; počet spansetů je cca 20 m + statiky na backup.&nbsp;Cel&aacute; oblast je velmi trnit&aacute; a zarostl&aacute;. &Aacute;čko nutnost&iacute; a reepka v&yacute;hodou.<\/p>
",,,,39,25,Turban a bůh,Když necháte auto v Požárech za zavřenou závorou vzniká poplach.,2016-11-27,,,,3,,,,,
744,Sardinky ve vodě,"<p>Lajna je v b&yacute;val&eacute;m dole V Doub&iacute; (49.8704989N, 14.5360247E), je to kousek od lomu Prosečnice. Cestou po červen&eacute;, po př&iacute;chodu a křižov&aacute;n&iacute; uhnout doprava, pak hned zase doleva. Po chvili bude nalevo obora. Pokud půjde&scaron; pod&eacute;l obory, doraz&iacute;&scaron; dolů do dolu. Takže to vem zprava někam nahoru a nějak to natref&iacute;&scaron;, žejo.<\/p>
",,,,33,17,"Vlk, Dawid",Měli jsme sardinky a dost pršelo. ,2017-04-17,,,,2,,,,,
745,LSD,"<p>Pravděpodobně se stav&iacute; policie.<\/p>
",,,,50,10,Lukš a Uhlík,"",2017-04-05,,,,2,,,,,
746,Matilda,"<p>Rychl&aacute; lajnička nad trat&iacute;. Kr&aacute;sn&eacute; m&iacute;sto s kamenn&yacute;m mostem přes čerstvě prok&aacute;cen&yacute; a vyči&scaron;těn&yacute; traťov&yacute; průsmyk. Snadn&eacute; parkov&aacute;n&iacute; na dohled na hlavn&iacute; silnici z Jilemnice do Harrachova - odbočka vpravo hned za železničn&iacute;m mostem. Pak přes most k lajně 300m. Nap&iacute;n&aacute;n&iacute; strom - strom, přes dva statn&eacute; smrky.<\/p>
",,,,22,8,HanZ,https:\/\/www.youtube.com\/watch?v=Q06wFUi5OM8,2017-04-05,,,,5,,,,,
748,Překrk,"<table>
	<tbody>
		<tr>
			<td>
			<p>Lajna je v b&yacute;val&eacute;m dole V Doub&iacute; (49.8704989N, 14.5360247E), je to kousek od lomu Prosečnice. Cestou po červen&eacute;, po př&iacute;chodu a křižov&aacute;n&iacute; uhnout doprava, pak hned zase doleva. Po chvili bude nalevo obora. Pokud půjde&scaron; pod&eacute;l obory, doraz&iacute;&scaron; dolů do dolu. Takže to vem zprava někam nahoru a nějak to natref&iacute;&scaron;, žejo.<\/p>
			<\/td>
		<\/tr>
		<tr>
		<\/tr>
	<\/tbody>
<\/table>
",,,,50,35,"Vlk, Dawid",Ultimátní ozvěna při pivním krku. Pracovní název: Přespolní krk.,2017-04-17,,,,3,,,,,
750,Midnigh train,"<p>https:\/\/mapy.cz\/letecka?planovani-trasy&amp;x=14.7642779&amp;y=49.0097046&amp;z=19&amp;rc=9h.oVxSpupKJQp&amp;rs=coor&amp;rs=coor&amp;ri=&amp;ri=&amp;mrp=%7B%22c%22%3A1%2C%22tt%22%3A1%7D&amp;mrp=%7B%22c%22%3A1%2C%22tt%22%3A1%7D&amp;rt=&amp;rt= Přesn&eacute; m&iacute;sto na map&aacute;ch, nach&aacute;z&iacute; se mezi dvema mosty na v&yacute;padovce na Jindřichuv Hradec<\/p>
",,,,25,9,Jirka Málek,první high\/mid line v Třeboni,2017-04-22,,,,0,,,,,
741,Mami to je sníh?,"Směr z Domečku do stěny kde je kotvení Krasu a za něj kotvit. Cca 12+ 3m spansetů, lano na slanění, 4 plakety.
",Česká Republika,Český Kras,Srbsko,90,35,Lukš a Uhlík,"Dole pod lajnou je nasráno, z dálky to vypadá jako sníh. ",2017-03-05,,,,3,,2022-10-22 13:26:33.548,2022-10-22 13:26:33.540,,1
753,TAKRAF,"<p>v nebliž&scaron;&iacute; době bude navrtan&aacute;.&nbsp;https:\/\/mapy.cz\/zakladni?planovani-trasy&amp;x=15.3790864&amp;y=49.2114711&amp;z=15&amp;base=ophoto&amp;rc=9im-sxTzuB&amp;rs=coor&amp;rs=&amp;ri=&amp;ri=&amp;mrp=%7B%22c%22%3A1%2C%22tt%22%3A1%7D&amp;mrp=&amp;rt=&amp;rt= Lajna se nach&aacute;z&iacute; v lomu Řasn&aacute;, pobl&iacute;ž zř&iacute;ceniny hradu &Scaron;tamberk<\/p>
",,,,25,15,Zbyšek a Jirka,viz foto,2017-06-18,,,,3,,,,,
747,Projektor,"CCa 4 + 10 spansetů. 
",Česká Republika,Královehradecký kraj,Adršpach,75,20,"Adam Zeman, Petr Voříšek, Peet",Dlouhodobý projekt beze jemnéna - Projekt - Projektor,2016-03-01,,,,3,,2022-10-22 13:30:16.674,2022-10-22 13:30:16.666,,1
749,Nestabilní podloží,"Lom nad Srbskem. Lajna vede v jeho zadní části. Jeden strom ve svahu a stáhnout o druhý a přes propast na hranu - tam je možností k ukotvení více - stromy.
",Česká Republika,Český Kras,Srbsko,75,30,Lukš + Uhlík,"",2017-04-22,,,,3,,2022-10-22 13:30:59.063,2022-10-22 13:30:59.057,,1
751,Zombie krtek !!!,"Kotvení na jedné straně stejné jako HL ""nestabilní podloží"" tj strom a o druhej ohnout. Druhá strana břízka a jiný menší stromek, společně vyvázat. 
",Česká Republika,Český Kras,Lom u Chlumu,70,30,Lukš,"Na místě byli jeskyňáři - krtci, a pak sem našel lebku Kozy - zombie.",2017-05-01,,,,2,,2022-10-22 13:32:34.941,2022-10-22 13:32:34.933,,1
739,Lžíce,"Druhá hajlajna v lomu Požáry na konci Prokopského údolí. Určená spíše pro pokročilé lajnery.

Parkování: lze zajet až téměř k lomu, ale pozor první přes den otevřená závora se večer skutečně zavírá, tak raději parkovat před ní

Kotvení: náročnejší kotvení je dáno nutným minimálním počtem spansetů (celkem 24 metrů + statiky na backup) a pečlivým zvážením zdali je daný keřík dostatečně pevný. Celá oblast je velmi trnitá a zarostlá. Áčko téměř nutností a reepka výhodou.
",Česká Republika,Hlavní město Praha,Prokopské údolí,64,25,"Turban, Vlk a Stařec",Kdo si zapomene lžíci ten si jí musí vyrobit!,2016-12-10,,,,3,,2022-10-22 13:37:05.663,2022-10-22 13:37:05.654,,1
754,Protože bagr,"<p>v nebliž&scaron;&iacute; době bude navrtan&aacute;.&nbsp;https:\/\/mapy.cz\/zakladni?planovani-trasy&amp;x=15.3790864&amp;y=49.2114711&amp;z=15&amp;base=ophoto&amp;rc=9im-sxTzuB&amp;rs=coor&amp;rs=&amp;ri=&amp;ri=&amp;mrp=%7B%22c%22%3A1%2C%22tt%22%3A1%7D&amp;mrp=&amp;rt=&amp;rt= Lajna se nach&aacute;z&iacute; v lomu Řasn&aacute;, pobl&iacute;ž zř&iacute;ceniny hradu &Scaron;tamberk<\/p>
",,,,48,15,Jirka a Zbyšek,"",2017-06-10,,,,4,,,,,
757,Královská disciplína,"",Česká Republika,Královehradecký kraj,Adršpach,100,30,"Malafa, Tom",Lajna vede na věž Král,2017-08-22,,,,4,,2022-10-22 13:13:21.841,2022-10-22 13:13:21.834,,1
712,Kumáré Sútra,"Krásný směr vychází z hrotu (2x12mm nýt s podložkou a matkou, 2m spanset) od vrtané strany (napravo) highlajny Pondělní vlhká! a směřuje na logické místo do zadní stěny pod stromečky(3x 12mm nýt s podložkou a matkou, 3m spanset). Do stěny je třeba opatrně slanit(35m) ze stromů až nad lomem. Na slanění dolů od kotvení(20m) po sundání lajny by tam mělo být nechané závitové oko. Oko i všechny matky a podložky vždy zanechejte pro další lidi. Lajnu přehazujte od hrotu a pak vyneste po fixnim laně do stěny. Pokud jeste neznate takzvane ""sliding X"" kotveni, neboli spravny a bezpecny zpusob kotveni highline z nekolika nejtů, kouknete sem: http://www.balancecommunity.com/knowledge/sliding-x-anchor/ .
",Česká republika,Středočeský kraj,Srbsko,29,14,Píďa & Lukáš,"",2014-08-08,,,,1,,2022-10-22 13:15:00.141,2022-10-22 13:15:00.130,,1
763,Projekt 135,"Super projekt pod vyhlídkou Máj. Jedna strana spíše ve svahu, druhá pěkně na ostroh. Skvělý prostředí, překvapivě vysoká lajna. ",Česká Republika,Český Kras,vyhlídka Máj,135,60,Saša a Tom Lustyk,"",2017-11-18,,,,5,,2022-10-22 13:18:37.127,2022-10-22 13:18:37.118,,1
767,Máma to viděla,"<p>Zachumlan&aacute; v lese a čase...<\/p>
",,,,25,10,Petr Panoška,"Když napnete lajnu za domem, možná přijde i máma.",2020-01-08,,,,3,,,,,
756,Skloněná,"Pěkná lajna nad lomem Homolák, který je poblíž Prahy.

Příjezdová cesta: Za stávajících okolností lze přijet autem až téměř ke kotvení. Po silnici z vesnice Měňany odbočíme doleva na Suchomasty. Poté je odbočka vpravo (polní cesta se závorou). Cca po 100 metrech je otevřený sjezd na pole. Zde dojet až ke sloupu od el. vedení. Odtud po cestě směrem k lesu. Je vhodné použít repku a  umět plavat.

Netahat v rušné koupací sezoně!!!

Svah se na obou stranách bortí a velké kameny padají na cestu po které chodí množství lidí. ",Česká Republika,Český Kras,Homolák,150,30,"Turban, Bůh",Hajlajna je dost z kopce. Cca o 5 metrů.,2017-10-05,,,,3,,2022-10-22 13:19:46.637,2022-10-22 13:19:46.631,,1
769,Pečbuřťácká,"<p>Kr&aacute;tk&aacute; lajna přes zatopen&yacute; lom.<\/p>
",,,,26,7,"","",2020-05-16,,,,0,,,,,
764,Hell Hypnosis,je zapotřebí dron a nebo olympionik v hodu granátem. vysoký exhibicni faktor.,Česká Republika,Olomoucký kraj,Teplice nad Bečvou,45,68,Pavel Zahradnik\/Dalibor Stepek,"",2018-02-03,,,,0,,2022-10-22 12:50:31.294,2022-10-22 12:50:31.286,,1
768,Horymír,"HL
",Česká Republika,Hlavní město Praha,Vyšehrad,70,15,"Ondra Málek, Fíďa",Šemík potřeboval souputníka,2020-04-16,,,,5,,2022-10-22 12:54:46.292,2022-10-22 12:54:46.285,,1
759,John F. Kennedy,"Náročné přetahování. Kuš, dron ... výhodou.",Česká Republika,Český Kras,lom Malá Amerika,80,40,Luky a Adam,Dle prezidenta,2017-10-14,,,,2,,2022-10-22 13:02:10.888,2022-10-22 13:02:10.881,,1
761,PROJEKT 190M,"",Česká Republika,Český Kras,lom Malá Amerika,190,40,Luky a Tom,"",2017-10-28,,,,3,,2022-10-22 13:20:27.899,2022-10-22 13:20:27.893,,1
760,PROJEKT 230M,Černý důl ,Česká Republika,Krkonoše,Černý důl ,230,90,Tom Valenta a Luky s Prckem,"",2017-10-12,,,,3,,2022-10-22 13:22:21.717,2022-10-22 13:22:21.710,,1
770,Permanentní plechový pinďour,"MIDKA
SUMO s Drakem
Lajna je napnutá celoročně backup spíš pro pocit.
Kdybys chtěl přijet volej nebo piš.
!!!Každopádně na vlastní nebezpečí!!!
",Česká Republika,Středočeský kraj,Kralupy nad Vltavou,78,12,"Plech, Pinďa s pomocí Ondry Málka",Radši ne :D,2019-06-03,,,,2,,2022-10-22 13:28:49.346,2022-10-22 13:28:49.340,,1
772,"Země, vzduch, oheň, voda","Anička si tuhle lajničku vyhlídla a naplánovala její napnutí na křest své knížky ""Od slackline k tiché radosti"". Lajna vede hned vedle cesty, takže je suprově přístupná a divácky atraktivní.
",Česká Republika,Český ráj,Klokočí,58,25,"Anče, Pája Kratochvíl, Vojta Štursa, Petr Panoška",Anička pokřtila svojí knížku všemi 4 elementy.,2020-06-20,,,,3,,2022-10-22 13:40:29.466,2022-10-22 13:40:29.458,,1
773,Stromy k zemi,"Nejvíc vystrčený směr v údolíčku před rybníkem. Přístup z turistické cesty, odbočit u info tabule.
",Česká Republika,Český ráj,Kost,56,25,"","",,,,,3,,2022-10-22 13:42:24.244,2022-10-22 13:42:24.237,,1
771,Sluníčko,"Poprvé lajnu tahali Luky Černý, Danny, Voříšek a Anička v roce 2015.

Tahle lajna je i mezi TOP 10: http://stara.emontana.cz/top-10-highline-cesko/

Taky se mrkni na tohle video z přechodu: https://www.youtube.com/watch?v=FY9c_vIHUIo
",Česká Republika,Český ráj,Skalák,55,50,"Luky Černý, Danny, Voříšek a Anička","Dle slov Lukyho Č. : ""Název Sluníčko dle výsmahu který jsme s Dannym na Kapelníkovi zažili.""",2015-07-08,,,,4,,2022-10-22 13:43:41.167,2022-10-22 13:43:41.159,,1
777,Vodní lama,"<p>Lehce př&iacute;stupn&aacute; midlajna nad vodou v lomu Pětka nedaleko Lipnice nad S&aacute;zavou.<\/p>
",,,,45,10,"Vojta Čermák, Pája Kratochvíl, Anet Bučková, Hugo Vlach, Petr Panoška",Doprovázela nás nafukovací lama.,2020-08-08,,,,2,,,,,
779,Meet the cactus,"<p>Lajna nad lezeckou oblast&iacute; v Aricu, hned u parkovi&scaron;tě.<\/p>
",,,,30,20,Wojtek Dopierała,Poznáš při napínání!,2015-01-01,,,,3,,,,,
780,Vlhký Labužník,"",,,,19,7,"Aneta, Hugo, Lenka, Jana","Napínala crew highlinových labužníků, kterým v Botičském potůčku skoro uplavaly cajky (čepička a termo-kalich).",2021-01-09,,,,4,,,,,
778,Mňamka,"",Česká Republika,Hlavní město Praha,Divoká Šárka,150,50,"Ondra, Jean, Káťa",poprvé napnutá na Candy. (možná i první hl vůbec na tomhle popruhu?),2020-11-25,,,,4,,2022-10-22 13:19:01.001,2022-10-22 13:19:00.994,,1
786,Zamávej strojvedoucímu,"<p>Lajnička v m&iacute;stě, kde jsem se nem&aacute;lo nachodil, najezdil vlakem a kam se vždy r&aacute;d vrac&iacute;m. Mor&aacute;lověj&scaron;&iacute; lajna pro milovn&iacute;ky vlaků. Každop&aacute;dně, mělo by to b&yacute;t dost vysoko.<\/p>
",,,,50,15,"Petr Panoška, Prokop Schmid, Káťa Bambasová, Vojta Čermák","Co udelas, kdyz se ti k noham blizi mala motorova lokalka? Otocis se do expozice, usmejes se a udelas strojvedoucimu lepsi den. Zustanes vsak pri tom dostatecne vysoko... :-)",2021-05-30,,,,3,,,,,
787,Zpátky ke kořenům,"<p>Pozor při sestupu na obou stran&aacute;ch, někter&eacute; vzdu&scaron;n&eacute; kořeny jsou slab&eacute; a kraje se sypou. Pařez vypad&aacute;, že se každou chv&iacute;l&iacute; rozpadne, ale drž&iacute;!<\/p>
",,,,15,10,"Petr Panoška, David Novotný","Na týhle lajně zjistíš, jak důležitý je mít tuhý kořínek. Lajna též známa pod názvem ""Kořenová bába"" nebo ""Ani to nezapraskalo"".",2021-04-02,,,,1,,,,,
782,Projekt 100,"",Česká Republika,Kladno,Vinařická horka,100,20,Petr Panoška,"",2019-07-05,,,,3,,2022-10-22 13:23:57.432,2022-10-22 13:23:57.425,,1
792,Špagetka,"",,,,39,20,"","",,,,,0,,,,,
793,Turbína,"<p>Možnost napnut&iacute; od cca 25m do 40m<\/p>
",,,,40,7,"","",,,,,0,,,,,
794,Velkej mravenec,"<p>Ve &Scaron;krov&aacute;dě na Muč&iacute;rně naproti stěně s pneumatikou, (najde&scaron; ve&nbsp;&Scaron;krov&aacute;dskym průvodč&iacute;ku) Obě strany jsou vyči&scaron;těn&yacute;.&nbsp;<\/p>

<p>&nbsp;<\/p>
",,,,30,13,janes,Nastupujueš asi metr vedle dost živýho mraveniště. ,2021-04-10,,,,3,,,,,
752,"140 Z leva Z prava","",Česká Republika,Český Kras,Lom u Chlumu,155,30,"Lukš, Mišo, Voříšek",Nejdřív jsem si myslel že je to 140m dlouhé - název dle písničky - Smack: 140. ,2017-05-03,,,,2,,2022-10-22 11:43:09.849,2022-10-22 11:43:09.843,,1
698,"28kHz","Kratší směr u Electro boogie blíž k masivu. Na menší věžičce tak 7m spansetů, na věži u EB 6m spansetů.",Česká republika,Ústecký kraj,Ostrov,29,25,Píďa,,,,,,3,,2022-10-22 11:44:08.703,2022-10-22 11:44:08.691,,1
673,"3.14",Vedle Zoufalcovi touhy. Z bližšího kotvení zouflacovi touhy naproti na převislý výstupek. Obhoz 6m a 6m. ,Česká republika,Ústecký kraj,Ostrov,28,20,Lukáš Černý,,2013-04-26,,,,2,,2022-10-22 11:44:59.907,2022-10-22 11:44:59.896,,1
785,"3 metry Sherwoodu","Pravděpodobně se jedná se o ""nejmíň hezkou"" lajnu v oblasti.",Česká Republika,Kladno,,20,10,"Petr Panoška, Martin Šimůnek","Švermov, část Kladna kde se lajna nachází, získal přízvisko Sherwood. Legenda praví, že v sherwoodském lese nebylo vždy úplně bezpečno. Podobně je tomu i na této lajně...",2021-03-28,,,,1,,2022-10-22 11:47:39.132,2022-10-22 11:47:39.123,,1
758,"ACAB, chudák Zapadlo","",Česká Republika,Liberec,,60,15,"Luky, Tom, Jirka na projektu Fi",Vyhodili nás policajti a Zapadlo si nepochodil :\/,2017-11-18,,,,1,,2022-10-22 11:48:53.366,2022-10-22 11:48:53.354,,1
762,Agustín Cosme Damián de Iturbi,"",Česká Republika,Český Kras,lom Mexiko,55,50,Luky a Tom,Dle Mexického presidenta,2017-10-22,,,,2,,2022-10-22 11:50:33.822,2022-10-22 11:50:33.816,,1
784,Projekt 85,"",Česká Republika,Kladno,,85,15,"","",,,,,0,,2022-10-22 13:24:51.496,2022-10-22 13:24:51.486,,1
790,Aniččina loužička,"Schovaná spíše midlajna v krásném prostředí. Z hrotu vedle věže Áňa přes paseku k buku. Prvních 5m nemá buk větve, výš už se leze dobře. Nástup ze strany hrotu je v pohodě, jen je lepší prvních cca 10-15m nechodit kvůli kamenům pod lajnou. ",Česká Republika,Liberec,,55,10,Matěj Tobiáš,první přechod padl v brutálním lijáku,2020-10-25,,,,3,,2022-10-22 11:54:32.775,2022-10-22 11:54:32.767,,1
781,"Až uvidíš ty spansety, tak se posereš!","Lajna, která je fajn spíš na hamakovou seanci při západu slunce. Budeš potřebovat víc metrů spansetů než je délka směru, A-frame na obou stranách a v rámci bezpečnosti to řádně narvat. Nejkratší možný směr v oblasti.
",Česká Republika,Kladno,Vinařice,50,8,"Kačka Zíková, Pavel Kratochvíl, Martin Donát, Petr Panoška",Napni to a uvidíš!,2021-03-06,,5,90,1,,2022-10-22 11:56:01.697,2022-10-22 11:56:01.691,,1
789,Bakalářka v piči,"Lajna v horní části lomu pod Žulovým vrchem. Dá se chodit v podstatě celá, neb skála padá hned za stromy bezpečně hluboko. Z bodu 2 je příjemný nástup a napínání. Spansety 2m na každé straně stačí, přidávali jsme cca 2x3m na backup. ",Česká Republika,Liberec,,23,10,"Matěj Tobiáš, Voyta Fík",prokrastinovat se musí efektivně,2020-05-20,,,,3,,2022-10-22 12:03:03.456,2022-10-22 12:03:03.449,,1
788,CVOK,"<p>Lehce natažiteln&aacute; lajna, d&aacute; se shodit z bodu 1 a k borovici na druh&eacute; straně vyt&aacute;hnout &quot;kom&iacute;nem&quot;. Na jižn&iacute;m konci je&nbsp;cca 8m od konce lajny&nbsp;smrk&nbsp;vcelku bl&iacute;zko lajně, je dobr&yacute; vyv&aacute;zat kotven&iacute; bodu 1 k such&yacute;mu stromu, aby od něj lajna vedla d&aacute;l a vy se u něj neb&aacute;li padat. Spansety 2x3m bod 1, 3m bod 2.<\/p>
",Česká Republika,Kokořínsko,,50,15,"Matěj Tobiáš, Kuba Kácha","kdo ví, je šťasten",2021-04-25,,,,3,,2022-10-22 12:28:55.682,2022-10-22 12:28:55.673,,1
783,Dřevorubec,"Krásně schovaná a lehce napnutelná. Lajna se nachází v prostoru Motyčínské skály, kde dříve probíhala těžba pískovce. Oficiálně je sem vstup zakázán z důvodu eroze. Pohyb po cestičce u okraje skály raději omezit.
",Česká Republika,Kladno,,35,10,"Martin Donát, Petr Panoška",Někdy je potřeba zbavit les mrtvého dřeva a někdy zase místo pro nový směr.,2021-03-19,,,,2,,2022-10-22 12:37:00.621,2022-10-22 12:37:00.615,,1
791,Projekt 90,"",Česká Republika,Kladno,Vinařická horka,90,15,"Petr Panoška, Adam Janata","",2021-05-14,,,,3,,2022-10-22 13:25:39.478,2022-10-22 13:25:39.471,,1
566,Alter Weg,"První oficiální highline v Česku.Přes svojí nevelkou délku a výšku je ovšen velice nebezpečná, zvlášť na krajích může po pádu do odsedky dojít ke kontaktu se skálou. Vzhledem k její snadné dostupnosti a rychlý montáži láká k nácviku pro hajlajnové začátečníky. Doporučuju proto používat přilbu a nastupovat v bezpečný vzdálenosti od okraje.",Česká republika,Ústecký,Ostrov,15,15,Kolouch,"Smolda tuhle lajnu napínal s Jelenem jako jednu z prvních hajlajn v ČR. První opakování a první FM bylo v roce 2008. 
Název Alter Weg (Stará cesta) koresponduje s lezeckou tradicí Ostrova, kdy většina prvních výstupů na věž nesla právě toto jméno. (Q)",2007-07-20,,,,1,,2022-10-22 11:53:21.231,2022-10-22 11:53:21.221,,1
680,babiččinno oudolí,"kotvení za 3 stromy ..jedna strana kotvení do v 7,5 spansetu na druhé 50..dá se přenést a natáhnout v 1 lidu",Česká republika,Hlavní město Praha,Praha 4,50,11,"",,,,,,0,,2022-10-22 11:57:08.606,2022-10-22 11:57:08.597,,1
645,Baby highline,Highline v lezeckým free campu v Margalef. Příjemné spestření při rest dayi. Kotvení i back up za dva nýty M12,Španělsko,Katalánsko,Margalef,10,7,Frantíci,,2012-02-16,,,,1,,2022-10-22 11:57:28.719,2022-10-22 11:57:28.711,,1
725,Babylonské kvítí,"Lajna se taha přes né moc frekventovanou silnici kousek od vesnice kvítkov ( je tam i zastavka ) na Leve strane kotveno od stromu u krereho je radoby sesunuta puda a je tam parez cca 1m nad zemi a na druhe strane si vyber nakej peknej strom kteremu budes verit a dej to tam aby to bylo rovne me to vychazelo tak 4-5 m vysoko...(tadle strana je trochu nepadaci tak si dej pozor) na mape sem to oznacil spis jen orientacne.
",Česká Republika,Kokořínsko,Kvítkov,24,14,Plech,"Babylonské kuli rozvodně Babylon, kterou sem tam stavěl a kvítí protože je to u zastávky Kvítkov",2013-09-18,,,,0,,2022-10-22 12:00:35.712,2022-10-22 12:00:35.702,,1
693,Bájné zvíře Kundapták,"V zadní části Plakánku za pravotočivou zatáčkou od Kosti údolíčko mezi skalami, kotvení strom-strom. Pěknej směr i s dobrou výškou. Pod lajnou trochu humus, ale dá se propojit. Strom blíž Kosti je lepší pojistit nějakou lajnou na ráčnu. U toho stromu bylo taky 2013 vosí hnízdo, tak opatrně.
",Česká republika,Středočeský kraj,"Kost, Plakánek",38,25,"Kernerski, Jindra, Kaštan","",2012-09-29,,,,3,,2022-10-22 12:01:35.259,2022-10-22 12:01:35.253,,1
755,Bechyňská duha - long,Nejdelší ale zároveň nejnižší směr na mostě zvaném Duha v Bechyni. Kotvení za nejnižší pčíčný sloup. Na ten se člověk nejlépe dostane přehozením lana a vyjumarováním. ,Česká Republika,Jihočeský kraj,bechyně,84,15,"Lukš, Mišo, Jirka, Zbyňda,Trip",Podle názvu mostu.,2017-07-17,,,,4,,2022-10-22 12:04:41.469,2022-10-22 12:04:41.454,,1
589,Blueberry Jungle,"pěkná pralesní hajlajna na skrytým místě, kotvení strom - věž, na věž vede cesta cca za VI (ale není na ní kruh ani slaňák) obvod věže cca 7-8 m",Česká republika,Královéhradecký,Supí skály - Bišík,32,15,česko-německý team :),,2010-08-02,,,,2,,2022-10-22 12:14:01.253,2022-10-22 12:14:01.246,,1
614,Bob a Bobek,"Ideální hajlajn do startu highkariéry. Malá expozice, rozumná dýlka. Na věžičku 2m spanset kolem výběžku u slaňáku, na větší skalce obhození hrotu navrchu a podložení nějakým dřevem pro vyrovnání. Duťák doporučen...",Česká republika,Ústecký,"Ostrov, Himmelreich",15,10,Kwjet,,2010-10-09,,,,1,,2022-10-22 12:14:32.708,2022-10-22 12:14:32.697,,1
636,Bullshit,"Lajna na německé straně, na masívu obhození bloku za spárou 3m spansetem + 2m spanset na hranu, na protější věžičce 10m spansetů pod vrchol a vytažení nahoru 2m spanset + něco na dojištění. Slušná díra, ale rostou tam stromy, takže expozice více do údolí než pod lajnou.",Německo,Sasko,Ostrov,13,24,"Peeto, Jindra",,2011-08-21,,,,2,,2022-10-22 12:14:51.413,2022-10-22 12:14:51.404,,1
743,Chladný špek,"docela pěkná urban lajnička mezi dvěma nevyužívanými mosty za Trojhalím, tolerováná hlídačema i PČR.",Česká Republika,Ostrava,,35,12,zelenyjan,chladný špek netřeba víc vysvětlovat. byla zima a špek.,2017-03-27,,,,4,,2022-10-22 12:23:46.086,2022-10-22 12:23:46.080,,1
663,Csukás (tvrdě),"Lajna vede od Alter Wegu paralelně s Planet Slackturn. Na S straně obhodit nos 3m plus přitáhnout k hodinám napravo dole. Na J straně obhodit balvan 3m, prodloužit 0.5m a podložit kládou ideálně. Milovníkům stromů doporučujeme otočení do expozice v polovině.",Česká republika,Ústecký kraj,Ostrov,26,16,"",,2012-10-22,,,,2,,2022-10-22 12:27:12.526,2022-10-22 12:27:12.520,,1
603,Důlnovesecká,"Midline co kamenem dohodíš od luxusního longline plácku ve Vesci. Lajna natažená nad starym lomem je ideální tréninkovka na 30+. Rychlá montáž, fajn spojení s longline poťapáním... 60m statiky na kladkostroj a bekap zároveň vyšlo napohodu. Smyce na stromy nejlíp 2m.",Česká republika,Liberecký,Liberecko,36,8,"Peeto, Michal",,2010-04-29,,,,1,,2022-10-22 12:38:03.754,2022-10-22 12:38:03.747,,1
766,Leonard Euler,"Druhý a delší směr nad Homolákem. Pravděpodobně lepší než 150. Je více v rovině a svah pod východním kotvením se tak nesype.

Příjezd. Parkovat lze na malé loučce (viz mapa). Odtud cca 5 minut po lesní pěšině. Poté co se mine posed a začne klesat se po levé straně objeví Homolák a u cedule zákaz vstupu je kotvení.

Ke spojení postačí dvě 100m reepky. Homolák jde obejít z jihu. Hodit reepku z východního kotvení a obcházet Homolák po pěšině. Poté přitáhnout lajnu vodou k západnímu břehu Hom. a hodit reepku z druhé strany. Easy.

 V letní sezóně je lom plný k prasknutí, což může komplikovat natažení.

Fotky v galerii i s popisem.",Česká Republika,Český Kras,Homolák,201,35,"Turban, Bůh, Anča, Oříšek a Krutor z Jilemnice",Euler je považován za nejlepšího matematika 18. století a za jednoho z nejlepších matematiků vůbec. Je po něm pojmenováno více než 40 matematickofyzikálních jevů a nyní i highlajna (významná).,2018-04-21,,,,3,,2022-10-22 13:21:22.690,2022-10-22 13:21:22.684,,1
